0.0,0.0,0.0,1015312219679697,0.13439012,-0.022731848,0.020433329
0.019162467460958288,-0.0035185970601150232,0.003539358400680762,1015312222145009,0.1331684,-0.026397035,0.028985437
0.03779993512663268,-0.007299693803012815,0.00891621508217898,1015312224610322,0.12705974,-0.026397035,0.046089645
0.0557374030652619,-0.011080790545910608,0.01709306945432261,1015312227075634,0.12339456,-0.026397035,0.06808078
0.07271237209540124,-0.014861887288808402,0.027369922363024258,1015312229540947,0.11362072,-0.026397035,0.075411156
0.08732484247648144,-0.01846798445804352,0.038609274180215786,1015312232006259,0.090407856,-0.02395358,0.0815198
0.09948731452910074,-0.021724081906995495,0.05116112476941979,1015312234518551,0.07941229,-0.021510117,0.093737096
0.10998728866238225,-0.024542679526544237,0.06520047406239755,1015312237029957,0.067195006,-0.01784493,0.1022892
0.11847476501280334,-0.02657377795450522,0.07958982250270066,1015312239540999,0.05131252,-0.010514554,0.098624006
0.12477474307564493,-0.027467377234250214,0.09336667161155758,1015312242051989,0.036651768,-0.0019624457,0.093737096
0.12888722292252675,-0.0266984777352207,0.10714352072041451,1015312244562614,0.020769283,0.012698308,0.098624006
0.1306372048222227,-0.023829580007597974,0.12170786909247892,1015312247072353,0.0036650738,0.027359061,0.10473266
0.1300246887890568,-0.018773184422114102,0.13679721683010887,1015312249582249,-0.012217411,0.04324154,0.10595438
0.12704967469411346,-0.01144179101288843,0.1518865645677388,1015312252092041,-0.029321622,0.059124023,0.10473266
0.12179966263218893,-0.001747899241082515,0.16697591230536873,1015312254601676,-0.043982375,0.07622824,0.10595438
0.11444965224856551,0.010133490746683172,0.18259025948018393,1015312257111103,-0.05864313,0.08966726,0.112063035
0.10508714343750418,0.02385237858554797,0.19899210606144607,1015312259620374,-0.072082154,0.10188455,0.116949946
0.09379963580678695,0.03905876512818654,0.21556895293256814,1015312262129593,-0.085521184,0.11043666,0.1145065
0.08076212914493565,0.055402651227273524,0.23170830054724476,1015312264638707,-0.09651675,0.11776704,0.110841304
0.06623712334959224,0.07262153655544863,0.2473226476504402,1015312267147822,-0.10629059,0.122653954,0.10717611
0.05031211881635572,0.09071542011003574,0.2625869946036342,1015312269656728,-0.11606442,0.12998432,0.10595438
0.033162115835086006,0.10959680378726701,0.2774138424436222,1015312272165634,-0.123394795,0.13364953,0.10106747
0.0152246138770877,0.12926568715742412,0.2909281915115977,1015312274674489,-0.12705998,0.14097989,0.08762844
