-0.039191373,8.371877,5.3137293,1022513734880700
-0.043979563,8.347936,5.2718325,1022513737375023
-0.037994318,8.34195,5.2538767,1022513739882523
-0.045176618,8.334768,5.2478914,1022513742347367
-0.046373673,8.327585,5.2466946,1022513744802367
-0.05954121,8.339557,5.263453,1022513747260127
-0.057147108,8.347936,5.3029556,1022513749718409
-0.057147108,8.37427,5.328094,1022513752176638
-0.088270396,8.3814535,5.3723845,1022513754633982
-0.065526456,8.383847,5.3747787,1022513757091430
-0.058344156,8.379058,5.3292913,1022513759549815
-0.061935306,8.387439,5.310138,1022513762007888
-0.05475302,8.3623,5.263453,1022513764465284
-0.048767768,8.331177,5.2754235,1022513766923044
-0.041585468,8.335965,5.276621,1022513769381117
-0.069117606,8.367088,5.3268967,1022513771839242
-0.053555965,8.355118,5.3723845,1022513774297888
-0.06792056,8.355118,5.427449,1022513776756846
-0.07151171,8.359906,5.422661,1022513779215805
-0.07270875,8.346738,5.403508,1022513781674763
-0.0834822,8.350329,5.3891435,1022513784133721
-0.065526456,8.365891,5.3197145,1022513786592680
-0.065526456,8.379058,5.282606,1022513789051638
-0.041585468,8.367088,5.2167683,1022513791510596
-0.05954121,8.363498,5.1844482,1022513793969555
-0.015250383,8.332374,5.213177,1022513796428513
-0.033206128,8.35392,5.239512,1022513798887471
-0.052358918,8.368285,5.2610593,1022513801346430
-0.030812023,8.3814535,5.296971,1022513803805388
-0.043979563,8.383847,5.328094,1022513806257002
-0.06313236,8.37427,5.373582,1022513808707680
-0.0762999,8.35392,5.3927345,1022513811165127
-0.057147108,8.363498,5.362808,1022513813623044
-0.065526456,8.346738,5.3376703,1022513816081117
-0.02602383,8.368285,5.332882,1022513818539555
-0.027220873,8.385044,5.3161235,1022513820998357
-0.046373673,8.401802,5.276621,1022513823457159
-0.048767768,8.377861,5.267044,1022513825915961
-8.8578835E-4,8.377861,5.27303,1022513828374763
-0.024826778,8.375467,5.2514825,1022513830833565
-0.030812023,8.39462,5.22036,1022513833292367
-0.017644482,8.400605,5.2275414,1022513835751169
-0.015250383,8.392226,5.2299356,1022513838209971
-0.032009073,8.388636,5.217965,1022513840668773
-0.035600223,8.363498,5.25268,1022513843127575
-0.027220873,8.369482,5.290985,1022513845586377
-0.028417924,8.364695,5.286197,1022513848045180
-0.052358918,8.368285,5.312532,1022513850503982
-0.06313236,8.377861,5.3053503,1022513852962784
-0.043979563,8.364695,5.330488,1022513855421586
-0.06672351,8.356315,5.3292913,1022513857880388
-0.07031466,8.331177,5.356823,1022513860339190
-0.08228515,8.3168125,5.3532324,1022513862797992
-0.07989105,8.314419,5.377173,1022513865256794
-0.0834822,8.331177,5.390341,1022513867715596
-0.08707335,8.331177,5.383158,1022513870174398
-0.09664974,8.318009,5.3675966,1022513872633200
-0.07151171,8.312024,5.3616114,1022513875092002
-0.08946744,8.307236,5.3245025,1022513877550805
-0.07031466,8.307236,5.2885914,1022513880009607
-0.07749695,8.307236,5.2227535,1022513882468409
-0.07270875,8.307236,5.170083,1022513884927211
-0.06432941,8.30125,5.1497335,1022513887386013
-0.08228515,8.313221,5.1593103,1022513889844815
-0.05954121,8.328782,5.168886,1022513892303617
-0.07151171,8.334768,5.194024,1022513894762419
-0.07989105,8.349133,5.217965,1022513897208305
-0.052358918,8.355118,5.213177,1022513899651013
-0.05954121,8.350329,5.190433,1022513902108148
-0.060738258,8.332374,5.2299356,1022513904565492
-0.021235628,8.352723,5.2323303,1022513907023773
-0.052358918,8.349133,5.234724,1022513909482159
-0.039191373,8.370679,5.259862,1022513911937263
-0.048767768,8.373074,5.2742267,1022513914397211
-0.06672351,8.358709,5.2610593,1022513916857784
-0.018841533,8.335965,5.306547,1022513919313669
-0.034403175,8.34195,5.317321,1022513921771169
-0.037994318,8.3623,5.2981677,1022513924230909
-0.037994318,8.385044,5.258665,1022513926689190
-0.029614976,8.371877,5.257468,1022513929145232
-0.048767768,8.3623,5.2814093,1022513931600388
-0.014053335,8.34195,5.3029556,1022513934057680
-0.039191373,8.358709,5.360414,1022513936518252
-0.06792056,8.3623,5.384355,1022513938976586
-0.058344156,8.371877,5.384355,1022513941431534
-0.07270875,8.356315,5.3963256,1022513943888877
-0.060738258,8.355118,5.3783703,1022513946349659
-0.055950068,8.351526,5.3257,1022513948811065
-0.05954121,8.332374,5.2706356,1022513951265961
-0.014053335,8.318009,5.2466946,1022513953722732
-0.032009073,8.350329,5.186842,1022513956183513
-0.07151171,8.343147,5.185645,1022513958641638
-0.037994318,8.335965,5.189236,1022513961096846
-0.042782523,8.340754,5.190433,1022513963554294
-0.037994318,8.332374,5.17966,1022513966014867
-0.030812023,8.3623,5.168886,1022513968473096
-0.05954121,8.377861,5.1772656,1022513970928669
-0.037994318,8.355118,5.238315,1022513973386325
-0.041585468,8.350329,5.2550735,1022513975846638
-0.065526456,8.332374,5.2119803,1022513978304815
-0.046373673,8.329979,5.207192,1022513980759815
-0.042782523,8.314419,5.203601,1022513983217471
-0.053555965,8.303644,5.2299356,1022513985677992
-0.048767768,8.302447,5.2359214,1022513988134294
-0.06792056,8.30963,5.238315,1022513990589346
-0.0834822,8.306038,5.2885914,1022513993046273
-0.07031466,8.304841,5.328094,1022513995507159
-0.07270875,8.337162,5.3292913,1022513997965492
-0.07151171,8.327585,5.338867,1022514000420388
-0.04757072,8.333571,5.3185177,1022514002880388
-0.06313236,8.338359,5.280212,1022514005341013
-0.058344156,8.338359,5.2275414,1022514007798982
-0.046373673,8.349133,5.2371182,1022514010254034
-0.005673988,8.339557,5.2538767,1022514012711794
-0.032009073,8.373074,5.2742267,1022514015172680
-0.027220873,8.365891,5.2885914,1022514017628305
-0.032009073,8.397015,5.2706356,1022514020083669
-0.041585468,8.404197,5.2850003,1022514022541534
-0.039191373,8.391029,5.310138,1022514024999398
