qw,qx,qy,qz,Gyro_Time (ns)
1.0000000000000002,0.0,1.5585406229479126e-19,0.0,1551910347135035.0
0.9999948188394233,0.0031488831116444037,0.0001826117193817214,0.0006562857799282814,1551910381728889.0
0.9999456574517843,0.0038448726333560057,-0.00874063639216013,0.0041765051589858875,1551910413691858.0
0.999858317353863,0.00032358366959043487,-0.016492499084535713,0.003377973825584209,1551910448105608.0
0.9998755244555572,-0.0037553161956853385,-0.015088672495285345,-0.0026690531509253046,1551910480068994.0
0.99984300922507,-0.006625117561645809,-0.0144216484394543,-0.007884103272759397,1551910514484358.0
0.9997391124858146,-0.009446714299334077,-0.019905710930315682,-0.006015486385816411,1551910546442119.0
0.9995686104082844,-0.010516146081505065,-0.027417924674053067,-0.0005990331634124737,1551910580855504.0
0.9994385208343538,-0.006396726870413278,-0.03280405505876931,0.0023729819947035046,1551910615275973.0
0.9993262944641509,-0.0022221018443086566,-0.03660743547872912,0.0013850420003289113,1551910647234566.0
0.9993135937537635,-0.0016128553918782172,-0.03698870883192464,-0.0012848516412538365,1551910681652119.0
0.9993451558873684,-0.0018115297565056408,-0.035945382269381716,-0.00372407336300913,1551910713606494.0
0.999394068602002,0.00165404663747983,-0.034247963695769684,-0.00600074214347053,1551910748022431.0
0.9995083337096944,0.004890617404633578,-0.03033724305096224,-0.006232609394542647,1551910779988264.0
0.999621602202927,0.005780773107732583,-0.02639996442607808,-0.00514586042009941,1551910814402483.0
0.9996697652118121,0.008043706896015055,-0.023996850251146628,-0.004471137800856814,1551910846361598.0
0.9996628762220346,0.014583576635117022,-0.021001378152230733,-0.004532358512871486,1551910880777691.0
0.9996490863458152,0.019856016278975833,-0.016861997752675672,-0.004824481782161799,1551910915191806.0
0.999656240929449,0.020873601511327274,-0.014076213135586373,-0.0073160901591349916,1551910947147431.0
0.9996570869954141,0.019970569384124157,-0.007646360520625675,-0.01511326669380014,1551910981570035.0
0.9995799955063173,0.017998085515555384,0.0012509058998473879,-0.022677248194352403,1551911013529619.0
0.9996076725066392,0.013890523259419325,0.003098852660040817,-0.02412461927509796,1551911047941858.0
0.9997376247827215,0.010501129669989787,-0.0038083203886087632,-0.01999796528579981,1551911082363525.0
0.9997246100148459,0.010930042161000169,-0.009740451740921915,-0.01834410688275388,1551911114317066.0
0.9996797961386606,0.01250534721570414,-0.010945997198251766,-0.01908552538951754,1551911148735139.0
0.9996343711436368,0.013480966088379074,-0.010678025683203484,-0.020868104719945563,1551911180697171.0
0.999575591926853,0.013457890278096497,-0.013109933494350719,-0.022263146117377414,1551911215113316.0
0.9995511953716947,0.012707672583209156,-0.014990855576345243,-0.022611332796391787,1551911247071910.0
0.9995243703023245,0.01203639051667983,-0.017308559926932077,-0.02251054825085433,1551911281489514.0
0.999503751347156,0.011132443083646948,-0.01980725969146214,-0.02181819059076705,1551911313444619.0
0.9995408562641741,0.008605122532158702,-0.019631016065704367,-0.021415338511036105,1551911347862014.0
0.9995927178424844,0.006262947371492477,-0.017873684615106796,-0.021347510236609107,1551911379823577.0
0.9996132473164183,0.004588168851011118,-0.01651112006468599,-0.021904323132734313,1551911414239723.0
0.9996337784897454,0.0020979466590408105,-0.01430805098278452,-0.022875809329158444,1551911446199150.0
0.9996639746715708,0.0001259352150535355,-0.0103497984259498,-0.02376395066621011,1551911480615244.0
0.9997128334514651,0.0010125254312207954,-0.005171141864928692,-0.02338104372608671,1551911515027796.0
0.9997489125822047,0.0029760892637414275,-0.004959509326643045,-0.021651484967586405,1551911546982744.0
0.99976252541993,0.004112650548799328,-0.005817221879830411,-0.020593302112822297,1551911581403108.0
0.9997328780395522,0.007086224038395142,-0.001334824429805568,-0.021960080993247505,1551911613367171.0
0.9996398256628977,0.014550574168772694,0.0009311429982788298,-0.022532455408441298,1551911647780244.0
0.9996254509088471,0.015808750582040305,-0.0058086238605766114,-0.021573426978683835,1551911679742587.0
0.9996809020925035,0.010328246043831382,-0.006724895291230926,-0.022050730218826524,1551911714153994.0
0.9996696876342908,0.01098630637794231,-0.004522666112334683,-0.022788164612234072,1551911746110296.0
0.9995988756914206,0.015905107021527157,-0.01213122920150982,-0.020050908450632142,1551911780524775.0
0.9995571494604281,0.015996513855544705,-0.01931261202878277,-0.016018188772518847,1551911814952223.0
0.999514348406365,0.014763410267708417,-0.0245195460885883,-0.012320440711064234,1551911846906077.0
0.9993209192438536,0.01721386105168421,-0.031286930851448146,-0.009083826471354112,1551911881328577.0
0.9991598058356088,0.01993594965903449,-0.034927003703625885,-0.00789669536346705,1551911913281962.0
0.9990038843535831,0.021437261933758115,-0.038737011083242345,-0.0055770701063421945,1551911947701650.0
0.9988193980969385,0.024401913239369116,-0.04172706395583887,-0.004817939974607037,1551911979657848.0
0.9987862725713269,0.02841698188558381,-0.039541208232946275,-0.007415374244704535,1551912014079254.0
0.9988434744731287,0.03177710091212607,-0.03468404672396655,-0.009948093741706653,1551912048492379.0
0.9988808164056217,0.0348766973378068,-0.030062684102314847,-0.010815946430584271,1551912080450296.0
0.998850928701747,0.03895573564082931,-0.02598512860448441,-0.010200337115645991,1551912114867587.0
0.9988476552556222,0.042271436308864624,-0.020556727775710135,-0.009691238981196124,1551912146823889.0
0.9989120523239636,0.04222816697028543,-0.01759865545095928,-0.009048380000552416,1551912181248212.0
0.9990693032527664,0.039356836470338254,-0.014323860016267313,-0.010319012036586327,1551912213203421.0
0.9992299397520713,0.035282961364539345,-0.009170280716197597,-0.014510791021256403,1551912247623369.0
0.9993683078535923,0.03070983820880052,-0.007116952260733544,-0.016406394385609476,1551912279577119.0
0.9994656142522609,0.0270122756837514,-0.006447933843276804,-0.017241978742870395,1551912314000035.0
0.9995507115075941,0.0235282783396684,-0.005419284590113581,-0.01776086118255122,1551912348412119.0
0.9996223598235758,0.019645019302850033,-0.0063261835934963215,-0.018146292648246406,1551912380371806.0
0.9996069201490644,0.018592077587844993,-0.00627409386749118,-0.020025693444526236,1551912414791962.0
0.9995674082558789,0.01891619987439824,-0.007219462482549797,-0.02133520135413895,1551912446750764.0
0.9995648042068027,0.01668736874648959,-0.007928952499088544,-0.022999879023630994,1551912481168629.0
0.9995301870351947,0.013873175026871996,-0.009475443780001135,-0.025637867331963042,1551912513127066.0
0.9993592454405457,0.017602749567581948,-0.01680800354526137,-0.02624579773777828,1551912547544566.0
0.9992092949389398,0.022849096560587773,-0.021581778637305718,-0.024352617369245013,1551912579503212.0
0.9992578526119007,0.02086802827977232,-0.02451963369008345,-0.021144717488168097,1551912613914514.0
0.9993113918315464,0.01641700408387206,-0.027547192286230947,-0.01866752446176048,1551912648332639.0
0.999270654389254,0.016887318207245795,-0.02924365361430564,-0.017830249248078977,1551912680295244.0
0.999222739663092,0.020795171544340452,-0.028722001636248523,-0.01722569114804488,1551912714713212.0
0.9991271971392742,0.0264897343099967,-0.027689806111979035,-0.016627776207089877,1551912746672327.0
0.998702008952797,0.03677169854737768,-0.03185810011452323,-0.015070147071905243,1551912781088369.0
0.9979212255696718,0.04941163950613546,-0.03873372762977272,-0.01454020328819863,1551912813048525.0
0.9976282390049372,0.05518403535750821,-0.03642596073753483,-0.019127342575804448,1551912847464306.0
0.997716201950491,0.054512627775888736,-0.029967447087291474,-0.02632010438369391,1551912879418160.0
0.9974563360706684,0.057103508056457225,-0.035167279141223855,-0.024150464451334612,1551912913841077.0
0.9970958905816428,0.05909725521497076,-0.04378586057548917,-0.01975114988979174,1551912945799046.0
0.9974025736730248,0.056734689519417195,-0.037226185557501026,-0.0241593988620026,1551912980212639.0
0.9976037910767217,0.05405381969521169,-0.03378497064458718,-0.026897642047992314,1551913014633421.0
0.9978355649650862,0.049859849683931895,-0.03677651190548206,-0.02203929652458597,1551913046588733.0
0.9980732402499742,0.046527482245419007,-0.03735713204647852,-0.017018618296471732,1551913081010452.0
0.9980646943733141,0.04823763775775554,-0.03769570192118542,-0.010912656893108804,1551913112964202.0
0.997773497332796,0.05161256452842522,-0.04183365351095077,-0.0058557895637493885,1551913147381546.0
0.9975055089586686,0.052158042230671664,-0.04703902492860247,-0.007054652584837799,1551913179342744.0
0.9972325573494223,0.05047405673042487,-0.05343422061096933,-0.011157524930824256,1551913213761598.0
0.9967949182449638,0.05012104035102312,-0.061441258668911015,-0.010623863813419617,1551913245721285.0
0.9963079628786922,0.05137930219123078,-0.06803184325822821,-0.010110732422839922,1551913280133473.0
0.9958786786987064,0.05185401479718275,-0.07292917835022322,-0.014773890728620646,1551913312092587.0
0.9956469273014157,0.05130410072823709,-0.0753620536280758,-0.019384213806314055,1551913346506337.0
0.9954901259185992,0.05165574001621347,-0.07696855650869878,-0.020171602144751777,1551913378461962.0
0.9950557315576489,0.052307183402750985,-0.08250742818301389,-0.017910018392460376,1551913412885973.0
0.9946959749035248,0.05229149896641326,-0.08704954798043407,-0.016367640635806865,1551913447302275.0
